"","label_name","GPSLongitude","GPSLatitude"
"338","Rock",-65.8047847263515,-45.0192350428551
"339","Gravel (2-10mm)",-65.8052271232009,-45.0195607636124
"340","Rock",-65.8049304038286,-45.0193284172565
"341","Rock",-65.8048532065004,-45.0192810595036
"342","Coarse sand (with shell fragments)",-65.811377260834,-45.0240563973784
"343","Coarse sand (with shell fragments)",-65.8079051412642,-45.0219518691301
"344","Coarse sand (with shell fragments)",-65.8080144412816,-45.0220231991261
"345","Coarse sand (with shell fragments)",-65.8082119189203,-45.0221780966967
"346","Coarse sand (with shell fragments)",-65.8083189558238,-45.0222460739315
"347","Coarse sand (with shell fragments)",-65.8083952311426,-45.0222852174193
"348","Coarse sand (with shell fragments)",-65.8084949757904,-45.0223557092249
"349","Coarse sand (with shell fragments)",-65.808583907783,-45.0224267039448
"350","Coarse sand (with shell fragments)",-65.8118171431124,-45.0243286415935
"351","Coarse sand (with shell fragments)",-65.8119671791792,-45.0244060903788
"352","Coarse sand (with shell fragments)",-65.8109205309302,-45.0237476918846
"353","Coarse sand (with shell fragments)",-65.8064259029925,-45.0207156222314
"354","Rock",-65.8041361346841,-45.018928097561
"355","Rock",-65.8041786309332,-45.0189323723316
"356","Coarse sand (with shell fragments)",-65.8078745473176,-45.0219261366874
"357","Coarse sand (with shell fragments)",-65.8109934534878,-45.023785661906
"358","Coarse sand (with shell fragments)",-65.8111698925495,-45.0238943751901
"359","Coarse sand (with shell fragments)",-65.8103379048407,-45.0234390702099
"360","Gravel (2-10mm)",-65.8053598087281,-45.0197053514421
"361","Coarse sand (with shell fragments)",-65.8054089266807,-45.0197662878782
"362","Coarse sand (with shell fragments)",-65.8080832567066,-45.0220717303455
"363","Coarse sand (with shell fragments)",-65.8081485517323,-45.0221235305071
"364","Coarse sand (with shell fragments)",-65.8115426357836,-45.0241679605097
"365","Coarse sand (with shell fragments)",-65.8056279458106,-45.0200060103089
"366","Coarse sand (with shell fragments)",-65.8058478869498,-45.0201997999102
"367","Coarse sand (with shell fragments)",-65.8059496432543,-45.0202784221619
"368","Coarse sand (with shell fragments)",-65.8061457797885,-45.0204499997199
"369","Coarse sand (with shell fragments)",-65.8106968179345,-45.0236286688596
"370","Coarse sand (with shell fragments)",-65.8062826562673,-45.0205644126981
"371","Coarse sand (with shell fragments)",-65.8065371308476,-45.0208360701799
"372","Rock",-65.8043433353305,-45.018936144188
"373","Rock",-65.8044814690948,-45.0190318655223
"374","Rock",-65.8045729994774,-45.0190872699022
"375","Rock",-65.8046465087682,-45.0191383156925
"376","Rock",-65.8047180902213,-45.0191846676171
"377","Coarse sand (with shell fragments)",-65.8076048176736,-45.021718852222
"378","Coarse sand (with shell fragments)",-65.8076626528054,-45.0217745918781
"379","Coarse sand (with shell fragments)",-65.8089947886765,-45.0227493233979
"380","Coarse sand (with shell fragments)",-65.8091162424535,-45.0228502415121
"381","Gravel (2-10mm)",-65.805174568668,-45.0195056945086
"382","Coarse sand (with shell fragments)",-65.8077691029757,-45.0218517053872
"383","Rock",-65.804965859279,-45.0193549040705
"384","Gravel (2-10mm)",-65.8050367701799,-45.0194045249373
"385","Coarse sand (with shell fragments)",-65.8096545282751,-45.02312223427
"386","Coarse sand (with shell fragments)",-65.8099359925836,-45.0232347194105
"387","Coarse sand (with shell fragments)",-65.8101630583405,-45.0233526527882
"388","Coarse sand (with shell fragments)",-65.8103109151125,-45.0234200432897
"389","Coarse sand (with shell fragments)",-65.8086528070271,-45.0224725529552
"390","Coarse sand (with shell fragments)",-65.8055442944169,-45.019921772182
"391","Coarse sand (with shell fragments)",-65.8057493995875,-45.0201187469065
"392","Coarse sand (with shell fragments)",-65.8092247042805,-45.0229154527187
"393","Coarse sand (with shell fragments)",-65.8066479396075,-45.0209457892925
"394","Coarse sand (with shell fragments)",-65.8068137336522,-45.0210801512003
"395","Coarse sand (with shell fragments)",-65.8069824613631,-45.0212079752237
"396","Coarse sand (with shell fragments)",-65.8071843814105,-45.0213716737926
"397","Coarse sand (with shell fragments)",-65.8074110280722,-45.0215622782707
"398","Coarse sand (with shell fragments)",-65.811290005222,-45.0239847321063
"399","Coarse sand (with shell fragments)",-65.8094910811633,-45.0230521615595
"400","Coarse sand (with shell fragments)",-65.8088240493089,-45.0225862953812
"401","Coarse sand (with shell fragments)",-65.8105115778744,-45.0235311035067
"402","Coarse sand (with shell fragments)",-65.8087590057403,-45.0225387699902
"403","Gravel (2-10mm)",-65.8036353159696,-45.0204875506461
"404","Gravel (2-10mm)",-65.8034373354167,-45.0201730616391
"405","Coarse sand (with shell fragments)",-65.8069893345237,-45.0225451402366
"406","Gravel (2-10mm)",-65.8033942524344,-45.0201029051095
"407","Coarse sand (with shell fragments)",-65.8086188603193,-45.0234564207494
"408","Coarse sand (with shell fragments)",-65.8076758962125,-45.0230132695287
"409","Coarse sand (with shell fragments)",-65.8121325541288,-45.0255424249917
"410","Coarse sand (with shell fragments)",-65.8123342227191,-45.0256877671927
"411","Coarse sand (with shell fragments)",-65.8073008060455,-45.0227634888142
"412","Coarse sand (with shell fragments)",-65.8072262071073,-45.0227078329772
"413","Coarse sand (with shell fragments)",-65.8071482554078,-45.0226551946253
"414","Coarse sand (with shell fragments)",-65.8068250492215,-45.0224433839321
"415","Coarse sand (with shell fragments)",-65.8067462593317,-45.0223880633712
"416","Coarse sand (with shell fragments)",-65.8066647872329,-45.0223356764764
"417","Coarse sand (with shell fragments)",-65.8070678729564,-45.0225999578834
"418","Coarse sand (with shell fragments)",-65.8059629704803,-45.0218999013305
"419","Coarse sand (with shell fragments)",-65.8058816660196,-45.0218534655869
"420","Coarse sand (with shell fragments)",-65.8074971940368,-45.0229010358453
"421","Coarse sand (with shell fragments)",-65.8073771651834,-45.0228162109852
"422","Coarse sand (with shell fragments)",-65.8088696468621,-45.023542419076
"423","Fine sand (no shell fragments)",-65.8041166886687,-45.0208726990968
"424","Gravel (2-10mm)",-65.8036623895168,-45.0205209944397
"425","Coarse sand (with shell fragments)",-65.808282578364,-45.0233154371381
"426","Coarse sand (with shell fragments)",-65.8080052211881,-45.023180488497
"427","Coarse sand (with shell fragments)",-65.8112489338964,-45.0250442046672
"428","Coarse sand (with shell fragments)",-65.8109844010323,-45.0248908996582
"429","Coarse sand (with shell fragments)",-65.8106788806617,-45.0247042346746
"430","Coarse sand (with shell fragments)",-65.8065372146666,-45.0222593173385
"431","Coarse sand (with shell fragments)",-65.8063751924783,-45.0221514422446
"432","Coarse sand (with shell fragments)",-65.8060035388917,-45.0219238735735
"433","Coarse sand (with shell fragments)",-65.8057938236743,-45.0218072813004
"434","Coarse sand (with shell fragments)",-65.809088582173,-45.0236317701638
"435","Fine sand (no shell fragments)",-65.8042367175221,-45.0209462922066
"436","Fine sand (no shell fragments)",-65.8040383178741,-45.0208170432597
"437","Fine sand (no shell fragments)",-65.8039540797472,-45.0207644887269
"438","Fine sand (no shell fragments)",-65.8038695901632,-45.0207074079663
"439","Fine sand (no shell fragments)",-65.8038312010467,-45.0206792447716
"440","Fine sand (no shell fragments)",-65.8037238288671,-45.0205842778087
"441","Coarse sand (with shell fragments)",-65.8119567018002,-45.0254438538104
"442","Coarse sand (with shell fragments)",-65.8117397781461,-45.0253161136061
"443","Gravel (2-10mm)",-65.8035053126514,-45.0202782545239
"444","Gravel (2-10mm)",-65.8034826815128,-45.0202455651015
"445","Coarse sand (with shell fragments)",-65.8115208428353,-45.0251912232488
"446","Coarse sand (with shell fragments)",-65.810404708609,-45.024504577741
"447","Coarse sand (with shell fragments)",-65.810209074989,-45.0243584811687
"448","Coarse sand (with shell fragments)",-65.8057089988142,-45.0217574089766
"449","Coarse sand (with shell fragments)",-65.8056174684316,-45.0217118114233
"450","Coarse sand (with shell fragments)",-65.8054832741618,-45.0216405652463
"451","Coarse sand (with shell fragments)",-65.8053564559668,-45.0215691514313
"452","Fine sand (no shell fragments)",-65.8053090982139,-45.021547274664
"453","Fine sand (no shell fragments)",-65.8051793463528,-45.0214751902968
"454","Fine sand (no shell fragments)",-65.8050897438079,-45.0214270781726
"455","Fine sand (no shell fragments)",-65.8050030749291,-45.0213808100671
"456","Fine sand (no shell fragments)",-65.804918082431,-45.021333117038
"457","Fine sand (no shell fragments)",-65.8043189439923,-45.0209962483495
"458","Gravel (2-10mm)",-65.8035668358207,-45.02038420178
"459","Gravel (2-10mm)",-65.803543869406,-45.0203521829098
"460","Coarse sand (with shell fragments)",-65.8096535224468,-45.0239434931427
"461","Coarse sand (with shell fragments)",-65.806088950485,-45.0219734944403
"462","Coarse sand (with shell fragments)",-65.8062077220529,-45.0220477581024
"463","Gravel (2-10mm)",-65.803205491975,-45.0197849795222
"464","Fine sand (no shell fragments)",-65.8044018410146,-45.021045114845
"465","Gravel (2-10mm)",-65.803247820586,-45.0198605842888
"466","Gravel (2-10mm)",-65.8033547736704,-45.0200340896845
"467","Gravel (2-10mm)",-65.8033106848598,-45.0199647713453
"468","Gravel (2-10mm)",-65.8031048253179,-45.019641565159
"469","Fine sand (no shell fragments)",-65.804526982829,-45.0211208872497
"470","Coarse sand (with shell fragments)",-65.8093089424074,-45.0237419083714
"471","Fine sand (no shell fragments)",-65.8047900907695,-45.0212608650327
"472","Fine sand (no shell fragments)",-65.8046966325492,-45.0212184526026
"473","Coarse sand (with shell fragments)",-65.8125576004386,-45.0258723367006
"474","Coarse sand (with shell fragments)",-65.8099394291639,-45.0241375342011
"475","Coarse sand (with shell fragments)",-65.8094455674291,-45.0238171778619
"476","Fine sand (no shell fragments)",-65.8027637656778,-45.0203148834407
"477","Coarse sand (with shell fragments)",-65.8067740034312,-45.0234149303287
"478","Coarse sand (with shell fragments)",-65.8046931121498,-45.02177702263
"479","Fine sand (no shell fragments)",-65.8026482630521,-45.0202212575823
"480","Coarse sand (with shell fragments)",-65.8049655240029,-45.0220270548016
"481","Coarse sand (with shell fragments)",-65.8051505126059,-45.0221889931709
"482","Coarse sand (with shell fragments)",-65.8048119675368,-45.0218913517892
"483","Coarse sand (with shell fragments)",-65.8066426590085,-45.0233149342239
"484","Coarse sand (with shell fragments)",-65.8076316397637,-45.0240910146385
"485","Fine sand (no shell fragments)",-65.8023638650775,-45.0201112031937
"486","Coarse sand (with shell fragments)",-65.808068588376,-45.0243575591594
"487","Gravel (2-10mm)",-65.8036371599883,-45.0209910515696
"488","Gravel (2-10mm)",-65.8037379942834,-45.0210681650788
"489","Coarse sand (with shell fragments)",-65.8069420605898,-45.0235387310386
"490","Gravel (2-10mm)",-65.8035330567509,-45.0209109205753
"491","Coarse sand (with shell fragments)",-65.8073035720736,-45.0238100532442
"492","Coarse sand (with shell fragments)",-65.8055390138179,-45.0225344114006
"493","Coarse sand (with shell fragments)",-65.8057018741965,-45.0226639118046
"494","Coarse sand (with shell fragments)",-65.80531982705,-45.0223536975682
"495","Coarse sand (with shell fragments)",-65.8065739274025,-45.0232666544616
"496","Coarse sand (with shell fragments)",-65.8093883190304,-45.0251217372715
"497","Coarse sand (with shell fragments)",-65.8029852993786,-45.0205598864704
"498","Coarse sand (with shell fragments)",-65.8102447818965,-45.0255803950131
"499","Coarse sand (with shell fragments)",-65.8090282324702,-45.02491411753
"500","Coarse sand (with shell fragments)",-65.8070434816182,-45.0236116535962
"501","Coarse sand (with shell fragments)",-65.8060715161264,-45.0229456275702
"502","Coarse sand (with shell fragments)",-65.8059076499194,-45.0228162948042
"503","Coarse sand (with shell fragments)",-65.8062466979027,-45.0230708532035
"504","Coarse sand (with shell fragments)",-65.8063684031367,-45.0231333822012
"505","Coarse sand (with shell fragments)",-65.8075734693557,-45.0240377895534
"506","Coarse sand (with shell fragments)",-65.8077600505203,-45.024190088734
"507","Coarse sand (with shell fragments)",-65.8059736993164,-45.0228691846132
"508","Coarse sand (with shell fragments)",-65.8079369086772,-45.0243070162833
"509","Fine sand (no shell fragments)",-65.810922794044,-45.0259735900909
"510","Fine sand (no shell fragments)",-65.8110517915338,-45.0260335206985
"511","Fine sand (no shell fragments)",-65.811210963875,-45.026121949777
"512","Fine sand (no shell fragments)",-65.8113299030811,-45.0261934474111
"513","Coarse sand (with shell fragments)",-65.8071131352335,-45.0236578378826
"514","Fine sand (no shell fragments)",-65.8038124255836,-45.0211165286601
"515","Fine sand (no shell fragments)",-65.8039818238467,-45.0212475378066
"516","Fine sand (no shell fragments)",-65.804088357836,-45.0213187001646
"517","Fine sand (no shell fragments)",-65.8042558282614,-45.0214392319322
"518","Fine sand (no shell fragments)",-65.8107977360487,-45.0259118992835
"519","Fine sand (no shell fragments)",-65.8110926952213,-45.0260563194752
"520","Fine sand (no shell fragments)",-65.8114134706557,-45.0262400507927
"521","Fine sand (no shell fragments)",-65.8114542905241,-45.026264609769
"522","Fine sand (no shell fragments)",-65.8115257043391,-45.0263051781803
"523","Fine sand (no shell fragments)",-65.8115641772747,-45.0263263843954
"524","Coarse sand (with shell fragments)",-65.80620797351,-45.0230462942272
"525","Coarse sand (with shell fragments)",-65.8088283240795,-45.0247997883707
"526","Coarse sand (with shell fragments)",-65.8091961219907,-45.0250022951514
"527","Coarse sand (with shell fragments)",-65.8096386026591,-45.0252422690392
"528","Coarse sand (with shell fragments)",-65.8100751321763,-45.0254957377911
"529","Coarse sand (with shell fragments)",-65.809823423624,-45.025366069749
"530","Fine sand (no shell fragments)",-65.8045282401145,-45.0216481927782
"531","Fine sand (no shell fragments)",-65.8020067121834,-45.0202147196978
"532","Coarse sand (with shell fragments)",-65.8085660543293,-45.0246360898018
"533","Coarse sand (with shell fragments)",-65.8082317840308,-45.0244365166873
"534","Fine sand (no shell fragments)",-65.81169443205,-45.026375586167
"535","Fine sand (no shell fragments)",-65.8117378503084,-45.0263895001262
"536","Fine sand (no shell fragments)",-65.8117759041488,-45.0264051742852
"537","Fine sand (no shell fragments)",-65.811815885827,-45.0264245364815
"538","Coarse sand (with shell fragments)",-65.8075124491006,-45.0239873304963
"539","Coarse sand (with shell fragments)",-65.8071454055607,-45.0236816424876
"540","Fine sand (no shell fragments)",-65.8044361229986,-45.0215595960617
"541","Fine sand (no shell fragments)",-65.8104837499559,-45.0257184449583
"542","Fine sand (no shell fragments)",-65.8021419961005,-45.0200822856277
"543","Coarse sand (with shell fragments)",-65.8083854243159,-45.0245216768235
"544","Fine sand (no shell fragments)",-65.8112506102771,-45.0261459220201
"545","Fine sand (no shell fragments)",-65.8113749977201,-45.0262187607586
"546","Fine sand (no shell fragments)",-65.8114960324019,-45.0262868218124
"547","Fine sand (no shell fragments)",-65.8116464875638,-45.0263615045696
"548","Coarse sand (with shell fragments)",-65.8074137102813,-45.0239153299481
"549","Fine sand (no shell fragments)",-65.8103659003973,-45.0256492104381
"550","Fine sand (no shell fragments)",-65.8118918258697,-45.0264625903219
"551","Fine sand (no shell fragments)",-65.810711234808,-45.0258640386164
"552","Fine sand (no shell fragments)",-65.8111308328807,-45.0260778609663
"553","Fine sand (no shell fragments)",-65.8104096539319,-45.0256718415767
"554","Fine sand (no shell fragments)",-65.8105555828661,-45.0257667247206
"555","Fine sand (no shell fragments)",-65.810671588406,-45.0258387252688
"556","Fine sand (no shell fragments)",-65.8108815550804,-45.0259541440755
"557","Fine sand (no shell fragments)",-65.8110082894564,-45.0260123983026
"558","Coarse sand (with shell fragments)",-65.8031113632023,-45.0206660013646
"559","Coarse sand (with shell fragments)",-65.8028641808778,-45.0204482395202
"560","Fine sand (no shell fragments)",-65.8039162773639,-45.0211958214641
"561","Fine sand (no shell fragments)",-65.8106336183846,-45.0258137471974
"562","Fine sand (no shell fragments)",-65.8104837499559,-45.0257184449583
"563","Coarse sand (with shell fragments)",-65.8033823501319,-45.0208245869726
"564","Coarse sand (with shell fragments)",-65.8034613914788,-45.0208650715649
"565","Coarse sand (with shell fragments)",-65.8031725510955,-45.0207207351923
"566","Coarse sand (with shell fragments)",-65.803250418976,-45.0207673385739
"567","Gravel (2-10mm)",-65.8030718006194,-45.0220064353198
"568","Gravel (2-10mm)",-65.802991418168,-45.0219139829278
"569","Gravel (2-10mm)",-65.8030458167195,-45.02197265625
"570","Coarse sand (with shell fragments)",-65.8033945038915,-45.0222645979375
"571","Coarse sand (with shell fragments)",-65.8032062463462,-45.0221189204603
"572","Gravel (2-10mm)",-65.8031380176544,-45.0220628455281
"573","Gravel (2-10mm)",-65.8094217628241,-45.026462925598
"574","Gravel (2-10mm)",-65.8093438949436,-45.0263977143914
"575","Gravel (2-10mm)",-65.8094595652074,-45.0264988839626
"576","Coarse sand (with shell fragments)",-65.8080349769443,-45.0255518965423
"577","Gravel (2-10mm)",-65.8095350023359,-45.0265641789883
"578","Gravel (2-10mm)",-65.8085095603019,-45.0258217100054
"579","Coarse sand (with shell fragments)",-65.8044958859682,-45.023101028055
"580","Gravel (2-10mm)",-65.809175837785,-45.0262771826237
"581","Gravel (2-10mm)",-65.8087389729917,-45.0259702373296
"582","Coarse sand (with shell fragments)",-65.8063125796616,-45.0246417894959
"583","Coarse sand (with shell fragments)",-65.8061555866152,-45.0245349202305
"584","Coarse sand (with shell fragments)",-65.80460912548,-45.0231840927154
"585","Coarse sand (with shell fragments)",-65.8043458499014,-45.0229922309518
"586","Gravel (2-10mm)",-65.8083726000041,-45.0257352925837
"587","Gravel (2-10mm)",-65.8029249496758,-45.0218577403575
"588","Coarse sand (with shell fragments)",-65.8052151370794,-45.0237523857504
"589","Coarse sand (with shell fragments)",-65.8052151370794,-45.0237523857504
"590","Gravel (2-10mm)",-65.8090021647513,-45.0261548068374
"591","Coarse sand (with shell fragments)",-65.8049224410206,-45.0234575103968
"592","Coarse sand (with shell fragments)",-65.8048604149371,-45.023394394666
"593","Coarse sand (with shell fragments)",-65.8047944493592,-45.0233322847635
"594","Gravel (2-10mm)",-65.8098585437983,-45.0268074218184
"595","Gravel (2-10mm)",-65.8097726292908,-45.0267530232668
"596","Gravel (2-10mm)",-65.8096909057349,-45.0266931764781
"597","Coarse sand (with shell fragments)",-65.8046874124557,-45.023241089657
"598","Coarse sand (with shell fragments)",-65.8028578944504,-45.0217999052256
"599","Coarse sand (with shell fragments)",-65.8065207861364,-45.0247673504055
"600","Coarse sand (with shell fragments)",-65.8035811688751,-45.0224095210433
"601","Gravel (2-10mm)",-65.8101046364754,-45.0269662588835
"602","Gravel (2-10mm)",-65.8099480625242,-45.026859305799
"603","Coarse sand (with shell fragments)",-65.8054515067488,-45.0239760987461
"604","Gravel (2-10mm)",-65.8096124511212,-45.0266297254711
"605","Coarse sand (with shell fragments)",-65.8078985195607,-45.0254750344902
"606","Gravel (2-10mm)",-65.8103522378951,-45.0270981900394
"607","Coarse sand (with shell fragments)",-65.8075706195086,-45.0253125093877
"608","Gravel (2-10mm)",-65.8102401718497,-45.0270398519933
"609","Coarse sand (with shell fragments)",-65.80676545389,-45.0249257683754
"610","Coarse sand (with shell fragments)",-65.8050878997892,-45.0236239749938
"611","Coarse sand (with shell fragments)",-65.8050193358213,-45.0235563330352
"612","Coarse sand (with shell fragments)",-65.8039928879589,-45.0227088388056
"613","Coarse sand (with shell fragments)",-65.8038516528904,-45.0225971080363
"614","Coarse sand (with shell fragments)",-65.8036948274821,-45.0224914122373
"615","Coarse sand (with shell fragments)",-65.807330980897,-45.0251993536949
"616","Coarse sand (with shell fragments)",-65.8070865646005,-45.025088628754
"617","Coarse sand (with shell fragments)",-65.8058178797364,-45.0242780148983
"618","Coarse sand (with shell fragments)",-65.8041974063963,-45.0228850264102
"619","Coarse sand (with shell fragments)",-65.8041313569993,-45.0228250958025
"620","Coarse sand (with shell fragments)",-65.8057143632323,-45.024184808135
"621","Coarse sand (with shell fragments)",-65.8056358247995,-45.0241281464696
"622","Coarse sand (with shell fragments)",-65.8059262577444,-45.0243699643761
